City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
3853510,Jesús María,AR,-30.9815,-64.0942,70.81,51,47,5.55
5690366,Mandan,US,46.8267,-100.8896,26.26,83,90,25.32
1213855,Sibolga,ID,1.7427,98.7792,76.98,86,100,2.44
1259184,Puri,IN,19.8,85.85,72.12,95,94,19.01
3421765,Nanortalik,GL,60.1432,-45.2371,29.07,56,100,29.84
1131461,Oruzgan,AF,32.8333,66.0,38.79,58,1,1.3
1816373,Bijie,CN,27.3125,105.2942,46.92,85,23,2.44
2638534,Sandwick,GB,60.0,-1.25,39.02,75,40,8.05
2112444,Kamaishi,JP,39.2667,141.8833,37.56,72,3,6.08
2236967,Soyo,AO,-6.1349,12.3689,80.83,82,98,8.55
1253898,Ukwā,IN,21.9667,80.4667,62.15,69,0,3.24
214614,Kamina,CD,-8.7386,24.9906,66.61,95,99,7.0
5710360,Winnemucca,US,40.973,-117.7357,49.1,41,76,5.75
2449893,Tessalit,ML,20.1986,1.0114,78.4,11,45,12.12
1337612,Dhidhdhoo,MV,6.8833,73.1,82.4,74,79,8.66
3899539,Antofagasta,CL,-23.65,-70.4,72.21,53,66,9.86
922704,Lubumbashi,CD,-11.6609,27.4794,79.45,34,85,2.55
6111862,Port Hardy,CA,50.6996,-127.4199,33.12,80,75,4.61
4231997,Avera,US,33.194,-82.5271,64.13,64,7,3.22
2122104,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,12.79,79,75,4.47
3115739,Narón,ES,43.5167,-8.1528,53.76,86,99,12.95
2014078,Urusha,RU,54.05,122.9,0.97,97,92,2.35
866062,Iskateley,RU,67.6803,53.1512,15.49,87,79,9.4
692818,Starokostiantyniv,UA,49.7576,27.2034,28.09,89,100,7.0
3761194,Miraflores,MX,19.2167,-98.8083,59.79,38,1,4.25
3855607,Fernández,AR,-27.9204,-63.8935,87.22,45,95,1.99
3372472,Vila Franca do Campo,PT,37.7167,-25.4333,66.61,80,49,4.23
6063191,Mackenzie,CA,55.2999,-123.1698,-1.98,84,90,6.91
3430443,Necochea,AR,-38.5473,-58.7368,71.04,51,25,13.8
1280849,Kashgar,CN,39.4547,75.9797,29.41,50,20,4.47
2425791,Sarh,TD,9.1429,18.3923,94.91,29,0,6.91
6113406,Prince Rupert,CA,54.3161,-130.3201,31.86,80,75,8.05
2654728,Bridlington,GB,54.0831,-0.1919,42.96,78,83,17.96
1856392,Muroto-misakicho,JP,33.2833,134.15,51.98,68,9,8.19
475469,Verkhnetulomskiy,RU,68.6073,31.7962,-4.36,97,55,5.14
3408368,Acaraú,BR,-2.8856,-40.12,88.23,60,40,21.61
5935341,Dauphin,CA,51.1494,-100.0502,10.54,79,90,17.27
4684904,Dallas,US,32.7668,-96.7836,70.9,81,100,4.0
324190,Alanya,TR,36.5438,31.9998,62.13,66,0,7.02
2993874,Arrondissement de Millau,FR,44.0833,2.9167,38.12,89,95,10.51
57000,Hobyo,SO,5.3505,48.5268,79.57,73,5,18.14
3430545,Morón,AR,-34.6534,-58.6198,74.52,62,75,4.97
2094027,Kieta,PG,-6.2167,155.6333,79.02,84,100,3.69
4437982,Natchez,US,31.5604,-91.4032,70.25,66,68,9.13
3175034,Lauria,IT,40.0465,15.8358,48.81,97,98,13.35
1786855,Yatou,CN,37.15,122.3833,46.49,80,0,9.57
1529651,Altay,CN,47.8667,88.1167,33.75,55,100,6.02
5392171,San Jose,US,37.3394,-121.895,51.33,84,90,0.0
3377301,Mabaruma,GY,8.2,-59.7833,85.01,64,51,6.82
1252783,Yārāda,IN,17.65,83.2667,79.12,78,40,4.61
3440777,Rocha,UY,-34.4833,-54.3333,71.1,80,62,9.24
2022463,Khilok,RU,51.3674,110.4676,17.17,72,39,10.07
2524683,Gairo,IT,39.8497,9.5047,40.5,81,90,4.43
2514651,Los Llanos de Aridane,ES,28.6585,-17.9182,66.13,61,75,5.99
3374333,Praia,CV,14.9215,-23.5087,79.34,61,0,19.57
1218612,Murgab,TM,37.4966,61.9714,46.27,71,0,9.22
2518878,Denia,ES,38.8408,0.1057,58.62,44,11,11.99
3093739,Lębork,PL,54.5392,17.7501,37.09,89,100,10.51
360502,Luxor,EG,25.6989,32.6421,64.45,36,79,4.61
1688781,City of San Pedro,PH,14.35,121.0167,74.93,75,20,3.44
2902768,Hof,DE,50.3167,11.9167,32.13,88,40,0.0
1895695,Kushima,JP,31.4583,131.2333,50.0,76,39,4.09
3480780,Horqueta,PY,-23.3428,-57.0597,94.08,37,92,0.89
525426,Sobolevo,RU,54.4299,31.8996,20.95,98,29,4.68
2138555,Poum,NC,-20.2333,164.0167,79.54,79,47,14.63
1150338,Tha Chang,TH,9.2642,99.1922,79.21,74,98,6.6
2167426,Emerald,AU,-23.5333,148.1667,71.89,76,3,8.05
2191562,Dunedin,NZ,-45.8742,170.5036,48.13,81,100,7.65
3352263,Warmbad,NA,-28.45,18.7333,68.76,43,77,21.45
6137462,Saint-Augustin,CA,51.226,-58.6502,23.41,50,67,7.63
3531368,Celestún,MX,20.8667,-90.4,79.7,50,0,4.32
777019,Vardø,NO,70.3705,31.1107,10.38,72,40,24.16
3981391,Tomatlán,MX,19.9333,-105.25,83.12,62,91,2.37
3575660,Pointe Michel,DM,15.25,-61.3833,86.94,62,40,9.22
2094342,Kavieng,PG,-2.5744,150.7967,80.8,83,100,11.77
2278158,Buchanan,LR,5.8808,-10.0467,87.76,73,68,6.62
965241,Piet Retief,ZA,-27.0071,30.8132,63.88,88,98,3.94
2071860,Esperance,AU,-33.8667,121.9,58.84,83,41,9.26
1797264,Quzhou,CN,28.9594,118.8686,47.5,76,0,1.03
779622,Havøysund,NO,70.9963,24.6622,23.88,88,98,21.05
1160939,Iranshahr,IR,27.2025,60.6848,63.27,32,2,2.21
2408154,Kamakwie,SL,9.5,-12.2333,93.83,29,59,2.57
2016307,Solnechnyy,RU,50.7214,136.6319,7.81,93,83,4.97
3669469,San Juan del Cesar,CO,10.7711,-73.0031,93.11,39,88,8.39
1259395,Porbandar,IN,21.6422,69.6093,75.7,46,1,12.66
1510030,Biskamzha,RU,53.4497,89.5272,16.95,100,100,3.8
3443061,Chui,UY,-33.6971,-53.4616,72.61,65,65,10.78
701802,Markova,UA,48.6758,24.4138,27.99,95,85,2.73
7671223,Kloulklubed,PW,7.0419,134.2556,83.07,74,100,4.18
1254046,Tura,IN,25.5198,90.2201,66.4,82,99,1.79
2319257,Wamba,NG,8.9333,8.6,86.68,25,71,2.37
2079582,Alyangula,AU,-13.8483,136.4192,84.38,70,72,8.5
3883167,Linares,CL,-35.85,-71.6,97.14,10,0,6.13
5855051,‘Ewa Beach,US,21.3156,-158.0072,69.24,84,75,8.01
2109528,Buala,SB,-8.145,159.5921,79.2,85,100,5.68
3059101,Levice,SK,48.2156,18.6071,34.34,98,100,2.26
3939168,Huarmey,PE,-10.0681,-78.1522,69.69,80,98,8.81
583573,Russkiy Aktash,RU,55.0384,52.1214,25.95,81,100,6.33
8079926,Labuhan,ID,-6.8844,112.2051,79.56,82,100,11.03
584596,Zaqatala,AZ,41.6336,46.6433,49.5,37,73,6.82
3388847,São Félix do Xingu,BR,-6.6447,-51.995,83.39,69,98,4.63
2176639,Batemans Bay,AU,-35.7167,150.1833,58.05,64,98,3.27
2315417,Inongo,CD,-1.95,18.2667,76.33,83,73,8.05
2242885,Camabatela,AO,-8.1881,15.375,66.58,93,92,1.95
3468031,Camaçari,BR,-12.6975,-38.3242,84.11,63,19,8.48
172515,Abu Samrah,SY,35.3029,37.1841,55.24,44,80,7.76
3395458,Maragogi,BR,-9.0122,-35.2225,81.7,75,48,11.25
4021858,Guerrero Negro,MX,27.9769,-114.0611,66.22,73,24,9.42
1517060,Zaysan,KZ,47.4667,84.8667,21.4,90,100,0.54
6050066,La Ronge,CA,55.1001,-105.2842,-10.07,88,88,9.57
3460671,Itápolis,BR,-21.5956,-48.8128,86.95,45,36,5.84
3175096,Laas,IT,46.6166,10.7002,31.28,93,100,5.77
3460355,Jaciara,BR,-15.9653,-54.9683,88.92,55,100,3.27
783493,Trojes,AL,41.756,19.962,50.49,82,100,6.02
2636432,Swansea,GB,51.6208,-3.9432,41.77,78,8,4.0
2522952,Terrasini,IT,38.146,13.0844,52.43,78,40,9.22
2125906,Dukat,RU,62.55,155.55,-32.53,100,62,5.1
2038665,Alihe,CN,50.5667,123.7167,17.49,76,8,7.63
60019,Eyl,SO,7.9803,49.8164,77.92,70,88,20.89
6945979,Lillooet,CA,50.6856,-121.942,22.46,63,79,2.24
2100933,Ambunti,PG,-4.2365,142.8448,77.11,94,100,0.43
2450173,Taoudenni,ML,22.6783,-3.9836,69.98,14,99,10.47
1788852,Xining,CN,36.6167,101.7667,27.99,38,14,0.94
4088628,Saraland,US,30.8207,-88.0706,74.5,73,10,7.07
2028028,Aksha,RU,50.2814,113.2867,15.33,72,38,6.82
2120048,Ust-Nera,RU,64.5667,143.2,-27.87,98,96,4.63
2138285,Tadine,NC,-21.55,167.8833,74.89,87,100,12.77
3137469,Sørland,NO,67.667,12.6934,28.26,83,79,12.26
3466980,Caravelas,BR,-17.7125,-39.2481,82.58,59,44,9.22
3671450,Inírida,CO,3.8653,-67.9239,86.88,66,88,0.89
3901547,Villamontes,BO,-21.25,-63.5,70.63,92,100,3.04
1082243,Ambilobe,MG,-13.2,49.05,81.9,60,12,9.6
1712961,Gigmoto,PH,13.7796,124.39,76.55,82,76,11.03
5364271,Laguna,US,38.421,-121.4238,47.46,96,90,1.01
2514301,Mahon,ES,39.8885,4.2658,45.16,87,40,9.22
2447513,Arlit,NE,18.7369,7.3853,78.37,12,2,7.49
3452599,Posse,BR,-14.0931,-46.3694,77.79,68,83,5.75
4946620,Palmer,US,42.1584,-72.3287,41.5,50,96,1.01
1229989,Point Pedro,LK,9.8167,80.2333,80.42,78,0,6.38
503682,Putyatino,RU,54.16,41.1169,27.5,81,39,4.85
5392593,San Ramon,US,37.7799,-121.978,48.38,97,90,3.44
527321,Mezen',RU,65.8522,44.24,13.05,91,39,6.29
2171465,Clarence Town,AU,-32.5833,151.7833,63.57,79,78,2.39
5289282,Chandler,US,33.3062,-111.8412,63.14,35,0,3.22
532138,Makar'yev,RU,57.8797,43.8069,1.81,94,29,3.74
293842,Kiryat Gat,IL,31.61,34.7642,60.58,36,7,6.44
3188366,Vareš,BA,44.1644,18.3283,34.92,100,100,1.81
5942798,Drumheller,CA,51.4617,-112.7101,5.05,96,53,6.06
2128975,Nemuro,JP,43.3236,145.575,37.04,60,0,10.92
1648082,Boyolangu,ID,-8.1181,111.8935,74.8,90,100,1.95
556516,Imeni Stepana Razina,RU,54.8932,44.2963,28.02,91,95,3.78
6149374,Slave Lake,CA,55.2834,-114.769,-5.82,77,40,14.97
2399001,Mayumba,GA,-3.432,10.6554,80.15,86,100,8.66
5847411,Kahului,US,20.8947,-156.47,66.97,87,100,7.81
187968,Malindi,KE,-3.2175,40.1191,80.22,76,95,10.74
3602428,San Antonio del Norte,HN,13.8844,-87.7031,89.11,42,6,9.1
5131638,Plainview,US,40.7765,-73.4673,46.0,38,94,3.0
3868707,Valdivia,CL,-39.8142,-73.2459,71.69,26,0,7.96
5919850,Chapais,CA,49.7834,-74.8492,2.98,84,93,9.57
1269751,Indi,IN,17.1667,75.9667,75.42,56,11,5.99
3460197,Jaguaruna,BR,-28.615,-49.0256,85.24,69,26,15.3
415189,Aden,YE,12.7794,45.0367,80.31,63,4,12.95
5421250,Englewood,US,39.6478,-104.9878,59.76,16,35,4.0
4236895,Decatur,US,39.8403,-88.9548,39.78,100,90,16.11
2688250,Norrtälje,SE,59.758,18.705,20.57,70,95,6.6
667303,Sfântu Gheorghe,RO,45.8667,25.7833,30.81,81,79,2.91
2636177,Taunton,GB,51.0211,-3.1047,44.06,74,61,5.01
3664980,Boa Vista,BR,2.8197,-60.6733,89.58,51,75,18.41
1067565,Beloha,MG,-25.1667,45.05,79.18,63,0,8.03
359792,Aswān,EG,24.0934,32.907,70.9,26,0,13.8
912628,Kasempa,ZM,-13.4584,25.8338,78.69,27,37,3.29
2510573,Teguise,ES,29.0605,-13.564,64.62,68,20,23.02
2441530,Madaoua,NE,14.073,5.96,83.21,14,70,8.99
2138522,Poya,NC,-21.35,165.15,77.14,83,29,5.17
5861897,Fairbanks,US,64.8378,-147.7164,-14.04,75,1,0.0
3994535,Ocampo,MX,21.65,-101.5,63.61,27,62,5.19
2027316,Ayan,RU,56.45,138.1667,22.37,64,100,8.23
638936,Rovaniemi,FI,66.5,25.7167,-4.59,84,75,3.44
1655140,Pakxan,LA,18.3778,103.6601,57.22,66,41,3.85
2426370,Umm Hājar,TD,13.2954,19.6966,86.88,18,69,4.97
1519385,Sergeevka,KZ,53.88,67.4158,25.36,90,81,11.9
2136825,Isangel,VU,-19.55,169.2667,78.01,82,53,8.79
